artist,song,text
ABBA,Dream World,"Agnetha Were not the stars of a Hollywood movie   So whats the use to pretend   m not so charming and re not so groovy   Youve got to face it my friend      Agnetha, Frida Dreamworld, ve been living in a dreamworld   Trust me,  just cant escape from reality   Boy meets girl, doesnt mean theyre in a dreamworld   Here  am, here  are,      Were gonna make it together   And within, its a fuss   So we can only get better   Agnetha When  reach up and  say to me      How  love , girl   When  hold , baby, cant  see   Thats the way we whirl   You had r hopes and r high expectations      Somehow it doesnt seem right   m getting fed-up with r acquisitions   m not r angel in white   Agnetha, Frida Dreamworld, ve been living in a dreamworld      Trust me,  just cant escape from reality   Boy meets girl, doesnt mean theyre in a dreamworld   Here  am, here  are,   Were gonna make it together      And within, its a fuss   So we can only get better   Agnetha When  reach up and  say to me   How  love , girl      When  hold , baby, cant  see   Thats the way we whirl   Agnetha, Frida Dreamworld, ve been living in a dreamworld   Trust me,  just cant escape from reality      Boy meets girl, doesnt mean theyre in a dreamworld   Here  am, here  are,   Were gonna make it together   And within, its a fuss      So we can only get better  "
ABBA,Dum Dum Diddle," can hear how  work, practising hard   Playing night and day, wo-oh   And it sounds better now, yes  improve   Everytime  play, wo-oh   But its bad   Youre so sad   And re only smiling   When  play r violin      Dumb dumb diddle, to be r fiddle   To be so near  and not just hear    Dumb dumb diddle, to be r fiddle    think then maybe d see me, baby   Youd be mine   And wed be together all the time   Wish  was dumb dumb diddle, r darling fiddle      But  think,  dont know that  exist   m the quiet kind, wo-oh   From the day when  first listened to    Youve been on my mind, wo-oh   You dont care   ts not fair   And re only smiling   When  play r violin      Dumb dumb diddle, to be r fiddle   To be so near  and not just hear    Dumb dumb diddle, to be r fiddle    think then maybe d see me, baby   Youd be mine   And wed be together all the time      Dumb dumb diddle, to be r fiddle   To be so near  and not just hear    Dumb dumb diddle, to be r fiddle    think then maybe d see me, baby   Youd be mine   And wed be together all the time   Wish  was dumb dumb diddle, r darling find  "
ABBA,Eagle,"They came flying from far away, now m under their spell    love hearing the stories that they tell   Theyve seen places beyond my land and theyve found new horizons   They speak strangely but  understand      And  dream m an eagle   And  dream  can spread my wings   Flying high, high, m a bird in the sky   m an eagle that rides on the breeze   High, high, what a feeling to fly   Over mountains and forests and seas   And to go anywhere that  please      As all good friends we talk all night, and we fly wing to wing    have questions and they know everything   Theres no limit to what  feel, we climb higher and higher   Am  dreaming or is it all real?      s it true m an eagle?   s it true  can spread my wings?   Flying high, high, m a bird in the sky (m an eagle)   m an eagle that rides on the breeze   High, high, what a feeling to fly (What a feeling)   Over mountains and forests and seas   And to go anywhere that  please  "
ABBA,Every Good Man,"Every good man needs a helping hand   so  travel alone if  can   Every man has a guiding star   and he knows what hes gonna get   when hes going too far      Living on the dark side once again   ts sad to lose a friend   Looking at things with empty feelings   Still were going on      For Every good man needs a helping hand    should have known too   Some of us learn too late, m sorry   Every good man needs a helping hand   ts true      Every good man needs a helping hand   so  travel alone if  can   Every man has a guiding star   and he knows   what hes gonna get   when hes going too far      Living on the dark side once again   ts sad to lose a friend   Looking at things with empty feelings   Still were going on      For Every good man needs a helping hand    should have known too   Some of us learn too late, m sorry   Every good man needs a helping hand   ts true  "
ABBA,Fernando,"Can  hear the drums Fernando?    remember long ago another starry night like this   n the firelight Fernando   You were humming to rself and softly strumming r guitar    could hear the distant drums   And sounds of bugle calls were coming from afar      They were closer now Fernando   Every hour every minute seemed to last eternally    was so afraid Fernando   We were ng and full of life and none of us prepared to die   And m not ashamed to say   The roar of guns and cannons almost made me cry      There was something in the air that night   The stars were bright, Fernando   They were shining there for  and me   For liberty, Fernando   Though  never thought that we could lose   Theres no regret   f  had to do the same again    would, my friend, Fernando   f  had to do the same again    would, my friend, Fernando      Now were old and grey Fernando   And since many years  havent seen a rifle in r hand   Can  hear the drums Fernando?   Do  still recall the frightful night we crossed the Rio Grande?    can see it in r eyes   How proud  were to fight for freedom in this land      (Repeat x2)   There was something in the air that night   The stars were bright, Fernando   They were shining there for  and me   For liberty, Fernando   Though  never thought that we could lose   Theres no regret   f  had to do the same again    would, my friend, Fernando      Yes, if  had to do the same again    would, my friend, Fernando...  "
ABBA,Fernando (In Spanish),"Puedes escuchar Fernando?   Me recuerda tiempo atras   Estrellas y una noche alla   En la lumbre azul Fernando   Tarareabas tu cancion   Con ese suave guitarrear   Yo podia escuchar   Esos tambores con un sordo redoblar      Se acercaban mas fernando   Y el momento que pasaba   Parecia eternidad   Y senti temor Fernando   Por la vida y juventud   Nadie pensaba en morir   Y no siento hoy verguenza al   Confesar que tuve   Ganas de llorar      Algo habia alrededor quiza   De claridad Fernando   Que brillaba por nosotros dos   En proteccion Fernando   No pensabamos jamas perder   Ni echar atras   Si tuviera que volverlo a hacer   Lo haria ya Fernando   Si tuviera que volverlo a hacer   Lo haria ya Fernando      La vejez llego Fernando   Y con ella una paz   Que hoy logramos disfrutar   Se durmio el tambor Fernando   Paraciera que fue ayer   Que lo vivimos tu y yo   Y en tus ojos veo aun   Aquel orgullo que refleja tu valor.      Algo habia alrededor quiza   De claridad Fernando   Que brillaba por nosotros dos   En proteccion Fernando   No pensabamos jamas perder   Ni echar atras   Si tuviera que volverlo a hacer   Lo haria ya Fernando   Si tuviera que volverlo a hacer   Lo haria ya Fernando      Algo habia alrededor quiza   De claridad Fernando   Que brillaba por nosotros dos   En proteccion Fernando   No pensabamos jamas perder   Ni echar atras   Si tuviera que volverlo a hacer   Lo haria ya Fernando   Si tuviera que volverlo a hacer   Lo haria ya Fernando      Si tuviera que volverlo a hacer   Lo haria ya Fernando      [Repeata y ""fade""]  "
ABBA,Free As A Bumble Bee,"m down and  feel depressed   Sitting here just waiting   For next bus travelling   Downtown   ts a crying shame   snt it   The beautiful weather   f  could have my way   Well,  would not be working   On a day like this  know what d like to be   As free as a bumble bee   Take a sip from   Every flower   Free as a bumble bee   While away each lazy hour   What a good life   Lying laid back   Like an old railroad bum by the track   What a good life   Living outdoors   Lie in the grass and chew on a straw  "
ABBA,From A Twinkling Star To A Passing Angel,"Twinkle, Twinkle little star   How  wonder what  are   Like a diamond glittring in the sky   Seems to me  shine r light   Down to me to say goodnight   Twinkle, Twinkle my old friend   Sleep is waiting round the bend   While  travel through the milky way   From afar   Twinkle, Twinkle, Twinkle little star.      Raindrops on a window pane   Stillness of a summer rain   Silently the haze drifts through the trees   Slowly dawn is breaking through   Yet a morning without       Curtins rustling in the breeze   m still trapped within my dreams   Daylight makes its way into my mind   Coming through   Yet another morning without .      Finally when darkness falls   Casting shadows on the walls   n the twilight hour  am alone   Sitting near the fireplace   Dying embers warm my face   n this peaceful solitude   All the outside world subdued   Everything comes backs to me again   n the gloom   Like an angel passing through my room      Mmm, Mmm, Mmm- echoes of a voice  knew      Half awake in half in dreams   Seeing long forgotten scenes   So the present runs into the past   Now and then become entwined   Playing games within my mind   Like the embers as they die   Love was one prolonged goodbye   And it all comes back to me tonight   n the gloom   Like an angel passing through my room.       close my eyes   And my twilight images go by   All too soon   Like an angel passing through my room      Long awaited darkness falls   Casting shadows on the walls   n the twilight hour  am alone   Sitting near the fireplace   Dying embers warms my face   n this peaceful solitude   All the outside world subdued   Everything comes back to me again   n the gloom   Like an angel passing through my room      Half awake and half in dreams   Seeing long forgotten scenes   So the present runs into the past   Now and then become entwined   Playing games within my mind   Like the embers as they die   Love was one prolonged goodbye   And it all comes back to me tonight   n the gloom   Like an angel passing through my room       close my eyes   And my twilight images go by   All too soon   Like an angel passing through my room.  "
ABBA,Gimme Gimme Gimme,"Half past twelve   And m watching the late show in my flat all alone   How  hate to spend the evening on my own   Autumn winds   Blowing outside my window as  look around the room   And it makes me so depressed to see the gloom   Theres not a soul out there   No-one to hear my prays      Gimme gimme gimme a man after midnight   Wont somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day      Movie stars   Find the end of the rainbow, with a fortune to win   ts so different from the world m living in   Tired of T. V.    open the window and  gaze into the night   But theres nothing there to see, no one in sight   Theres not a soul out there   No-one to hear my prays      Gimme gimme gimme a man after midnight   Wont somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day      Gimme gimme gimme a man after midnight...   Gimme gimme gimme a man after midnight...      Theres not a soul out there   No-one to hear my prays      Gimme gimme gimme a man after midnight   Wont somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day   Gimme gimme gimme a man after midnight   Wont somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day  "
ABBA,Givin' A Little Bit More,Theres a gentleness to everything  do   And its rubbing off on me  feel it too   ve been waiting but my loneliness  get   When  call me on the phone   And m feeling so alone   When  ask me to come over   Baby  know  will    could never stay on my own      Givin it all  got to give   ve never done that before   m always givin a little more   When m with       Givin it all  got to give   ve never done that before   m always givin a little more   When m with    m always givin a little more   When m with       Givin it all  got to give   ve never done that before   m always givin a little more   When m with    Givin it all  got to give   ve never done that before   m always givin a little more  
ABBA,Gonna Sing You My Lovesong,"You say shes been mad at    Then  say ll be patient, ooh   Still  see that she makes  blue   Come on, ll give  consolation      Gonna sing  my love song, gonna bring  some light   Gonna make  feel happy every day of r life   Gonna sing  my love song, gonna make it all right   Youre all  ever need, my darling      Just to be where  want to be   So much fun we could have then, hmm   To be close for eternity   What a miracle to happen      Gonna sing  my love song, gonna sing it for    Gonna give  sweet loving, gonna give myself too   Gonna sing  my love song, when  think about     know she doesnt make it easy   Cause  dont please her like  please me      Youre my life, re my angel   Youre my first, re my last   Would she care if  lingered   For another night   Want to hold  tight   We could make it right      Gonna sing  my love song, gonna bring  some light   Gonna make  feel happy every day of r life   Gonna sing  my love song, gonna make it all right    know she doesnt make it easy   Gonna sing  my love song, gonna sing it for    Gonna give  sweet loving, gonna give myself too   Gonna sing  my love song, when  think about    Youre all  ever need, my darling   And  would love to sing my love song   For   "
ABBA,Hamlet III,"When the autumn leaves are falling to the ground   When the air gets cold then  think of us   Of  and    And it almost makes me cry   So sad and kind of bitter sweet   And the memories filled with tears   And  feel my heart will break   Guess it all was my mistake      Autumns chilly winds were blowing through the trees   The rain fell softly on r face   Oh  remember every little thing about that day    remember every place   Grey skies,  were laughing at the clouds   The rain fell softly on r face   The memories of our time together cannot be replaced    never loved  more than on those happy autumn days  "
ABBA,Happy Hawaii,"Agnetha, Frida Early this morning  drove in the rain   Out to the airport to get on the plain   Hey Honolulu, m going to happy Hawaii   Alice has been there, she said it was fun      Swimming and surfing, enjoying the sun   Hey Honolulu, m going to happy Hawaii   After all  had to go through, m making no plans   But , but  believe love gives me a second chance      Guess ve been working a little to hard   Need a vacation, ll send  a card   From Honolulu, a greeting from happy Hawaii   ts so exciting, why should  pretend      n a few hours the plane will descend   Hey Honolulu, m going to happy Hawaii    can imagine the beach and the sand   Walking with someone and holding his hand      Hey Honolulu, m going to happy Hawaii   After all  had to go through, m making no plans   But , but  believe love gives me a second chance   ve got a feeling, the dream will come true      Someone is waiting and  forget    Hey Honolulu, m going to happy Hawaii  "
ABBA,Happy New Year,"No more champagne   And the fireworks are through   Here we are, me and    Feeling lost and feeling blue   ts the end of the party   And the morning seems so grey   So unlike yesterday   Nows the time for us to say      Happy New Year   Happy New Year   May we all have a vision now and then   Of a world where every neighbor is a friend   Happy New Year   Happy New Year   May we all have our hopes, our will to try   f we dont we might as well lay down and die   You and       Sometimes  see   How the brave new world arrives   And  see how it thrives   n the ashes of our lives   Oh yes, man is a fool   And he thinks hell be okay   Dragging on, feet of clay   Never knowing hes astray   Keeps on going anyway      Happy New Year   Happy New Year   May we all have a vision now and then   Of a world where every neighbor is a friend   Happy New Year   Happy New Year   May we all have our hopes, our will to try   f we dont we might as well lay down and die   You and       Seems to me now   That the dreams we had before   Are all dead, nothing more   Than confetti on the floor   ts the end of a decade   n another ten years time   Who can say what well find   What lies waiting down the line   n the end of eighty-nine      Happy New Year   Happy New Year   May we all have a vision now and then   Of a world where every neighbor is a friend   Happy New Year   Happy New Year   May we all have our hopes, our will to try   f we dont we might as well lay down and die   You and   "
ABBA,He Is Your Brother,"Benny  was a fighter, always looking for trouble   And my life was so empty, there was nothing to live for   But then it happened one night   As  got into a fight    could hear someone saying   As though he was praying      Treat him well, he is r brother   You might need his help one day   We depend one one another   Love him, thats the only way      On the road   That were going   We all need   Words of comfort and compassion   Treat him well, he is r brother   Love him, thats the only way       was a woman, never thinking of others   And my life was so lonely, didnt care for anybody   But then  happened to meet   A begging man in the street   As  turned down his praying    heard someone saying      Treat him well, he is r brother   You might need his help one day   We depend one one another   Love him, thats the only way      On the road   That were going   We all need   Words of comfort and compassion   Treat him well, he is r brother   Love him, thats the only way      Treat him well, he is r brother   You might need his help one day   We depend one one another   Love him, thats the only way      Treat him well, he is r brother   You might need his help one day   We depend one one another   Love him, thats the only way  "
ABBA,Head Over Heels, have a very good friend   The kind of girl who likes to follow a trend   She has a personal style   Some people love it others tend to go wild   You hear her voice everywhere   Taking the chair   Shes a leading lady   And with no trace of hesitation she keeps going      Head over heels   Breaking her way   Pushing through unknown jungles every day   Shes a girl with a taste for the world   (The world is like a playing ground where she goes rushing)   Head over heels   Setting the pace   Running the gauntlet in a whirl of lace   Shes extreme if  know what  mean      Her man is one  admire   Hes so courageous but hes constantly tired   Each time when he speaks his mind   She pats his head and says thats all very fine   Exert that will of r own   When re alone   Now we better hurry   And with no trace of hesitation she keeps going      Head over heels   Breaking her way   Pushing through unknown jungles every day   Shes a girl with a taste for the world   (The world is like a playing ground where she goes rushing)   Head over heels   Setting the pace   Running the gauntlet in a whirl of lace   Shes extreme if  know what  mean      You hear her voice everywhere   Taking the chair   Shes a leading lady   And with no trace of hesitation she keeps going      Head over heels   Breaking her way   Pushing through unknown jungles every day   Shes a girl with a taste for the world   (The world is like a playing ground where she goes rushing)   Head over heels   Setting the pace   Running the gauntlet in a whirl of lace   Shes extreme if  know what  mean   (Shes just one of those who always has to do whatever she please)   And she goes   Head over heels  
ABBA,Here We'll Stay,"Love, love is a dream   We were like two ng strands of driftwood   Caught up in a stream   We were destined for each other   From our very first hello   We came bustin through that river dam   And made that river flow   We will sail upon the ocean   Til the shoreline meets the sky   Carried on the first trade wind   That favours  and    We have both of us between us   Known misfortune in our days   Darling this time, were on our way      Cause were here   And here well stay   We will never throw this love of ours away   We are here   And here well stay   We will never throw this love of ours away      Life, oh life is a chance   We were the only two who spun the wheel   And never scored romance   f wed stayed to play for fortune   Wed have broke the banks of gold   Wed have taken old Las Vegas   For every cent that she could hold   Love like ours was made in heaven   t was blessed by Lord above   We will spend our lives together   Forever hand in glove   We have both of us between us   Known misfortune in our days   Darling this time, were on our way      Cause were here   And here well stay   We wont ever throw this love of ours away   We are here   And here well stay   We wont ever throw this love of ours away      Cause were here   And here well stay   We will never throw this love of ours away   We are here   Here well stay   We will never throw this love of ours away      Cause were here   And here well stay   We will never throw this love of ours away   So we are here   And here well stay   We will never throw this love of ours away...  "
